assay_component_name	technological_target_type_sub	chnm	casn	stkc	stkc_unit	apid	rowi	coli	wllt	wllq	conc	rval	srcf
CEETOX_H295R_ESTRADIOL	Estradiol	o-Aminoazotoluene	97-56-3	50	mM	02Apr2014.Plate.24	3	5	t	1	1.666666667	1.04	2900-100644 TO3 DR 02Apr2014 Plate 24_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	o-Aminoazotoluene	97-56-3	50	mM	02Apr2014.Plate.24	3	4	t	1	1.666666667	1.27	2900-100644 TO3 DR 02Apr2014 Plate 24_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	o-Aminoazotoluene	97-56-3	50	mM	02Apr2014.Plate.24	2	4	t	1	5	1.33	2900-100644 TO3 DR 02Apr2014 Plate 24_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	o-Aminoazotoluene	97-56-3	50	mM	02Apr2014.Plate.24	2	5	t	1	5	1.18	2900-100644 TO3 DR 02Apr2014 Plate 24_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Oxyfluorfen	42874-03-3	100	mM	20130321.Plate.2	7	4	t	1	0.041152263	0.373	DH_ToxCast_1 CR 20130321 Plate 2.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Oxyfluorfen	42874-03-3	100	mM	20130321.Plate.2	7	5	t	1	0.041152263	0.393	DH_ToxCast_1 CR 20130321 Plate 2.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Oxyfluorfen	42874-03-3	100	mM	20130321.Plate.2	6	4	t	1	0.12345679	0.367	DH_ToxCast_1 CR 20130321 Plate 2.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Oxyfluorfen	42874-03-3	100	mM	20130321.Plate.2	6	5	t	1	0.12345679	0.427	DH_ToxCast_1 CR 20130321 Plate 2.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Oxyfluorfen	42874-03-3	100	mM	20130321.Plate.2	5	5	t	1	0.37037037	0.423	DH_ToxCast_1 CR 20130321 Plate 2.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Oxyfluorfen	42874-03-3	100	mM	20130321.Plate.2	5	4	t	1	0.37037037	0.42	DH_ToxCast_1 CR 20130321 Plate 2.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Oxyfluorfen	42874-03-3	100	mM	20130321.Plate.2	4	5	t	1	1.111111111	0.693	DH_ToxCast_1 CR 20130321 Plate 2.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Oxyfluorfen	42874-03-3	100	mM	20130321.Plate.2	4	4	t	1	1.111111111	0.822	DH_ToxCast_1 CR 20130321 Plate 2.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Oxyfluorfen	42874-03-3	100	mM	20130321.Plate.2	3	4	t	1	3.333333333	1.332	DH_ToxCast_1 CR 20130321 Plate 2.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Oxyfluorfen	42874-03-3	100	mM	20130321.Plate.2	3	5	t	1	3.333333333	1.509	DH_ToxCast_1 CR 20130321 Plate 2.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Oxyfluorfen	42874-03-3	100	mM	20130321.Plate.2	2	5	t	1	10	2.151	DH_ToxCast_1 CR 20130321 Plate 2.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Oxyfluorfen	42874-03-3	100	mM	20130321.Plate.2	2	4	t	1	10	2.229	DH_ToxCast_1 CR 20130321 Plate 2.csv
CEETOX_H295R_ESTRADIOL	Estradiol	p-Cresol	106-44-5	99.9000015258789	mM	26Mar2014.Plate.13	7	8	t	1	0.411111111	0.13	2900-100644 TO3 DR 26Mar2014 Plate 13_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	p-Cresol	106-44-5	99.9000015258789	mM	26Mar2014.Plate.13	7	9	t	1	0.411111111	0.11	2900-100644 TO3 DR 26Mar2014 Plate 13_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	p-Cresol	106-44-5	99.9000015258789	mM	26Mar2014.Plate.13	6	9	t	1	1.233333333	0.1	2900-100644 TO3 DR 26Mar2014 Plate 13_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	p-Cresol	106-44-5	99.9000015258789	mM	26Mar2014.Plate.13	6	8	t	1	1.233333333	0.11	2900-100644 TO3 DR 26Mar2014 Plate 13_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	p-Cresol	106-44-5	99.9000015258789	mM	26Mar2014.Plate.13	5	9	t	1	3.7	0.11	2900-100644 TO3 DR 26Mar2014 Plate 13_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	p-Cresol	106-44-5	99.9000015258789	mM	26Mar2014.Plate.13	5	8	t	1	3.7	0.12	2900-100644 TO3 DR 26Mar2014 Plate 13_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	p-Cresol	106-44-5	99.9000015258789	mM	26Mar2014.Plate.13	4	9	t	1	11.1	0.14	2900-100644 TO3 DR 26Mar2014 Plate 13_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	p-Cresol	106-44-5	99.9000015258789	mM	26Mar2014.Plate.13	4	8	t	1	11.1	0.17	2900-100644 TO3 DR 26Mar2014 Plate 13_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	p-Cresol	106-44-5	99.9000015258789	mM	26Mar2014.Plate.13	3	8	t	1	33.3	0.21	2900-100644 TO3 DR 26Mar2014 Plate 13_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	p-Cresol	106-44-5	99.9000015258789	mM	26Mar2014.Plate.13	3	9	t	1	33.3	0.16	2900-100644 TO3 DR 26Mar2014 Plate 13_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	p-Cresol	106-44-5	99.9000015258789	mM	26Mar2014.Plate.13	2	8	t	1	99.9	0.29	2900-100644 TO3 DR 26Mar2014 Plate 13_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	p-Cresol	106-44-5	99.9000015258789	mM	26Mar2014.Plate.13	2	9	t	1	99.9	0.24	2900-100644 TO3 DR 26Mar2014 Plate 13_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Paclobutrazol	76738-62-0	100	mM	26Mar2014.Plate.1	7	8	t	1	0.041152263	0.11	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Paclobutrazol	76738-62-0	100	mM	26Mar2014.Plate.1	7	9	t	1	0.041152263	0.15	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Paclobutrazol	76738-62-0	100	mM	26Mar2014.Plate.1	6	8	t	1	0.12345679	0.12	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Paclobutrazol	76738-62-0	100	mM	26Mar2014.Plate.1	6	9	t	1	0.12345679	0.14	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Paclobutrazol	76738-62-0	100	mM	26Mar2014.Plate.1	5	8	t	1	0.37037037	0.1	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Paclobutrazol	76738-62-0	100	mM	26Mar2014.Plate.1	5	9	t	1	0.37037037	0.15	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Paclobutrazol	76738-62-0	100	mM	26Mar2014.Plate.1	4	9	t	1	1.111111111	0.12	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Paclobutrazol	76738-62-0	100	mM	26Mar2014.Plate.1	4	8	t	1	1.111111111	0.14	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Paclobutrazol	76738-62-0	100	mM	26Mar2014.Plate.1	3	9	t	1	3.333333333	0.18	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Paclobutrazol	76738-62-0	100	mM	26Mar2014.Plate.1	3	8	t	1	3.333333333	0.16	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Paclobutrazol	76738-62-0	100	mM	26Mar2014.Plate.1	2	8	t	1	10	0.2	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Paclobutrazol	76738-62-0	100	mM	26Mar2014.Plate.1	2	9	t	1	10	0.2	2900-100644 TO3 DR 26Mar2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Parathion	56-38-2	10	mM	20130320.Plate.3	7	10	t	1	0.041152263	0.061	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Parathion	56-38-2	10	mM	20130320.Plate.3	7	11	t	1	0.041152263	0.07	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Parathion	56-38-2	10	mM	20130320.Plate.3	6	11	t	1	0.12345679	0.119	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Parathion	56-38-2	10	mM	20130320.Plate.3	6	10	t	1	0.12345679	0.067	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Parathion	56-38-2	10	mM	20130320.Plate.3	5	11	t	1	0.37037037	0.14	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Parathion	56-38-2	10	mM	20130320.Plate.3	5	10	t	1	0.37037037	0.099	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Parathion	56-38-2	10	mM	20130320.Plate.3	4	11	t	1	1.111111111	0.09	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Parathion	56-38-2	10	mM	20130320.Plate.3	4	10	t	1	1.111111111	0.085	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Parathion	56-38-2	10	mM	20130320.Plate.3	3	11	t	1	3.333333333	0.126	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Parathion	56-38-2	10	mM	20130320.Plate.3	3	10	t	1	3.333333333	0.119	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Parathion	56-38-2	10	mM	20130320.Plate.3	2	10	t	1	10	0.177	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Parathion	56-38-2	10	mM	20130320.Plate.3	2	11	t	1	10	0.251	DH_ToxCast_1 CR 20130320 Plate 3.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Permethrin	52645-53-1	100	mM	26Mar2014.Plate.7	7	6	t	1	0.411522634	0.11	2900-100644 TO3 DR 26Mar2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Permethrin	52645-53-1	100	mM	26Mar2014.Plate.7	7	7	t	1	0.411522634	0.11	2900-100644 TO3 DR 26Mar2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Permethrin	52645-53-1	100	mM	26Mar2014.Plate.7	6	6	t	1	1.234567901	0.1	2900-100644 TO3 DR 26Mar2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Permethrin	52645-53-1	100	mM	26Mar2014.Plate.7	6	7	t	1	1.234567901	0.13	2900-100644 TO3 DR 26Mar2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Permethrin	52645-53-1	100	mM	26Mar2014.Plate.7	5	7	t	1	3.703703704	0.13	2900-100644 TO3 DR 26Mar2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Permethrin	52645-53-1	100	mM	26Mar2014.Plate.7	5	6	t	1	3.703703704	0.13	2900-100644 TO3 DR 26Mar2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Permethrin	52645-53-1	100	mM	26Mar2014.Plate.7	4	6	t	1	11.11111111	0.1	2900-100644 TO3 DR 26Mar2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Permethrin	52645-53-1	100	mM	26Mar2014.Plate.7	4	7	t	1	11.11111111	0.11	2900-100644 TO3 DR 26Mar2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Permethrin	52645-53-1	100	mM	26Mar2014.Plate.7	3	6	t	1	33.33333333	0.1	2900-100644 TO3 DR 26Mar2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Permethrin	52645-53-1	100	mM	26Mar2014.Plate.7	3	7	t	1	33.33333333	0.12	2900-100644 TO3 DR 26Mar2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Permethrin	52645-53-1	100	mM	26Mar2014.Plate.7	2	6	t	1	100	0.1	2900-100644 TO3 DR 26Mar2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Permethrin	52645-53-1	100	mM	26Mar2014.Plate.7	2	7	t	1	100	0.11	2900-100644 TO3 DR 26Mar2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_47263	349495-42-7	99.9000015258789	mM	02Apr2014.Plate.7	7	10	t	1	0.411111111	1.32	2900-100644 TO3 DR 02Apr2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_47263	349495-42-7	99.9000015258789	mM	02Apr2014.Plate.7	7	11	t	1	0.411111111	1.21	2900-100644 TO3 DR 02Apr2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_47263	349495-42-7	99.9000015258789	mM	02Apr2014.Plate.7	6	10	t	1	1.233333333	1.42	2900-100644 TO3 DR 02Apr2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_47263	349495-42-7	99.9000015258789	mM	02Apr2014.Plate.7	6	11	t	1	1.233333333	1.25	2900-100644 TO3 DR 02Apr2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_47263	349495-42-7	99.9000015258789	mM	02Apr2014.Plate.7	5	10	t	1	3.7	1.76	2900-100644 TO3 DR 02Apr2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_47263	349495-42-7	99.9000015258789	mM	02Apr2014.Plate.7	5	11	t	1	3.7	1.5	2900-100644 TO3 DR 02Apr2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_47263	349495-42-7	99.9000015258789	mM	02Apr2014.Plate.7	4	11	t	1	11.1	1.69	2900-100644 TO3 DR 02Apr2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_47263	349495-42-7	99.9000015258789	mM	02Apr2014.Plate.7	4	10	t	1	11.1	1.96	2900-100644 TO3 DR 02Apr2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_47263	349495-42-7	99.9000015258789	mM	02Apr2014.Plate.7	3	11	t	1	33.3	2.17	2900-100644 TO3 DR 02Apr2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_47263	349495-42-7	99.9000015258789	mM	02Apr2014.Plate.7	3	10	t	1	33.3	1.98	2900-100644 TO3 DR 02Apr2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_47263	349495-42-7	99.9000015258789	mM	02Apr2014.Plate.7	2	10	t	1	99.9	2.05	2900-100644 TO3 DR 02Apr2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_47263	349495-42-7	99.9000015258789	mM	02Apr2014.Plate.7	2	11	t	1	99.9	1.89	2900-100644 TO3 DR 02Apr2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48510	460081-99-6	20	mM	02Apr2014.Plate.28	7	4	t	1	0.082304527	0.62	2900-100644 TO3 DR 02Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48510	460081-99-6	20	mM	02Apr2014.Plate.28	7	5	t	1	0.082304527	0.6	2900-100644 TO3 DR 02Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48510	460081-99-6	20	mM	02Apr2014.Plate.28	6	5	t	1	0.24691358	0.59	2900-100644 TO3 DR 02Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48510	460081-99-6	20	mM	02Apr2014.Plate.28	6	4	t	1	0.24691358	0.64	2900-100644 TO3 DR 02Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48510	460081-99-6	20	mM	02Apr2014.Plate.28	5	5	t	1	0.740740741	0.56	2900-100644 TO3 DR 02Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48510	460081-99-6	20	mM	02Apr2014.Plate.28	5	4	t	1	0.740740741	0.63	2900-100644 TO3 DR 02Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48510	460081-99-6	20	mM	02Apr2014.Plate.28	4	4	t	1	2.222222222	0.76	2900-100644 TO3 DR 02Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48510	460081-99-6	20	mM	02Apr2014.Plate.28	4	5	t	1	2.222222222	0.62	2900-100644 TO3 DR 02Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48510	460081-99-6	20	mM	02Apr2014.Plate.28	3	4	t	1	6.666666667	0.9	2900-100644 TO3 DR 02Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48510	460081-99-6	20	mM	02Apr2014.Plate.28	3	5	t	1	6.666666667	0.82	2900-100644 TO3 DR 02Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48510	460081-99-6	20	mM	02Apr2014.Plate.28	2	5	t	1	20	1.01	2900-100644 TO3 DR 02Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48510	460081-99-6	20	mM	02Apr2014.Plate.28	2	4	t	1	20	0.98	2900-100644 TO3 DR 02Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48519	686756-87-6	20	mM	09Apr2014.Plate.1	7	4	t	1	0.008230453	0.52	2900-100644 TO3 DR 09Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48519	686756-87-6	20	mM	09Apr2014.Plate.1	7	5	t	1	0.008230453	0.57	2900-100644 TO3 DR 09Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48519	686756-87-6	20	mM	09Apr2014.Plate.1	6	4	t	1	0.024691358	0.4	2900-100644 TO3 DR 09Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48519	686756-87-6	20	mM	09Apr2014.Plate.1	6	5	t	1	0.024691358	0.44	2900-100644 TO3 DR 09Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48519	686756-87-6	20	mM	09Apr2014.Plate.1	5	5	t	1	0.074074074	0.63	2900-100644 TO3 DR 09Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48519	686756-87-6	20	mM	09Apr2014.Plate.1	5	4	t	1	0.074074074	0.58	2900-100644 TO3 DR 09Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48519	686756-87-6	20	mM	09Apr2014.Plate.1	4	5	t	1	0.222222222	0.48	2900-100644 TO3 DR 09Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48519	686756-87-6	20	mM	09Apr2014.Plate.1	4	4	t	1	0.222222222	0.46	2900-100644 TO3 DR 09Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48519	686756-87-6	20	mM	09Apr2014.Plate.1	3	5	t	1	0.666666667	0.73	2900-100644 TO3 DR 09Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48519	686756-87-6	20	mM	09Apr2014.Plate.1	3	4	t	1	0.666666667	0.82	2900-100644 TO3 DR 09Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48519	686756-87-6	20	mM	09Apr2014.Plate.1	2	4	t	1	2	0.67	2900-100644 TO3 DR 09Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	PharmaGSID_48519	686756-87-6	20	mM	09Apr2014.Plate.1	2	5	t	1	2	0.77	2900-100644 TO3 DR 09Apr2014 Plate 1_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	26Mar2014.Plate.11	7	6	t	1	0.205761317	0.11	2900-100644 TO3 DR 26Mar2014 Plate 11_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	09Apr2014.Plate.3	7	7	t	1	0.205761317	0.51	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	09Apr2014.Plate.3	7	6	t	1	0.205761317	0.48	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	02Apr2014.Plate.14	7	9	t	1	0.205761317	0.68	2900-100644 TO3 DR 02Apr2014 Plate 14_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	02Apr2014.Plate.14	7	8	t	1	0.205761317	0.7	2900-100644 TO3 DR 02Apr2014 Plate 14_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	26Mar2014.Plate.11	7	7	t	1	0.205761317	0.13	2900-100644 TO3 DR 26Mar2014 Plate 11_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	09Apr2014.Plate.3	6	6	t	1	0.617283951	0.51	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	02Apr2014.Plate.14	6	8	t	1	0.617283951	0.67	2900-100644 TO3 DR 02Apr2014 Plate 14_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	26Mar2014.Plate.11	6	7	t	1	0.617283951	0.11	2900-100644 TO3 DR 26Mar2014 Plate 11_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	02Apr2014.Plate.14	6	9	t	1	0.617283951	0.68	2900-100644 TO3 DR 02Apr2014 Plate 14_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	09Apr2014.Plate.3	6	7	t	1	0.617283951	0.51	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	26Mar2014.Plate.11	6	6	t	1	0.617283951	0.12	2900-100644 TO3 DR 26Mar2014 Plate 11_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	26Mar2014.Plate.11	5	7	t	1	1.851851852	0.13	2900-100644 TO3 DR 26Mar2014 Plate 11_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	02Apr2014.Plate.14	5	8	t	1	1.851851852	0.77	2900-100644 TO3 DR 02Apr2014 Plate 14_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	09Apr2014.Plate.3	5	6	t	1	1.851851852	0.51	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	09Apr2014.Plate.3	5	7	t	1	1.851851852	0.68	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	02Apr2014.Plate.14	5	9	t	1	1.851851852	0.72	2900-100644 TO3 DR 02Apr2014 Plate 14_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	26Mar2014.Plate.11	5	6	t	1	1.851851852	0.12	2900-100644 TO3 DR 26Mar2014 Plate 11_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	02Apr2014.Plate.14	4	8	t	1	5.555555556	0.89	2900-100644 TO3 DR 02Apr2014 Plate 14_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	02Apr2014.Plate.14	4	9	t	1	5.555555556	1.06	2900-100644 TO3 DR 02Apr2014 Plate 14_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	09Apr2014.Plate.3	4	7	t	1	5.555555556	0.79	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	26Mar2014.Plate.11	4	7	t	1	5.555555556	0.15	2900-100644 TO3 DR 26Mar2014 Plate 11_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	09Apr2014.Plate.3	4	6	t	1	5.555555556	0.7	2900-100644 TO3 DR 09Apr2014 Plate 3_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	26Mar2014.Plate.11	4	6	t	1	5.555555556	0.15	2900-100644 TO3 DR 26Mar2014 Plate 11_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	02Apr2014.Plate.14	3	8	t	1	16.66666667	1.26	2900-100644 TO3 DR 02Apr2014 Plate 14_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	Phenothiazine	92-84-2	50	mM	26Mar2014.Plate.11	3	6	t	1	16.66666667	0.16	2900-100644 TO3 DR 26Mar2014 Plate 11_Cyprotex.csv
