assay_component_name	technological_target_type_sub	chnm	casn	stkc	stkc_unit	apid	rowi	coli	wllt	wllq	conc	rval	srcf
CEETOX_H295R_ESTRADIOL	Estradiol	3,3'-Dimethylbenzidine dihydrochloride	612-82-8	20	mM	09Apr2014.Plate.28	6	4	t	1	0.24691358	0.55	2900-100644 TO3 DR 09Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3'-Dimethylbenzidine dihydrochloride	612-82-8	20	mM	09Apr2014.Plate.28	6	5	t	1	0.24691358	0.56	2900-100644 TO3 DR 09Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3'-Dimethylbenzidine dihydrochloride	612-82-8	20	mM	09Apr2014.Plate.28	5	4	t	1	0.740740741	0.62	2900-100644 TO3 DR 09Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3'-Dimethylbenzidine dihydrochloride	612-82-8	20	mM	09Apr2014.Plate.28	5	5	t	1	0.740740741	0.57	2900-100644 TO3 DR 09Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3'-Dimethylbenzidine dihydrochloride	612-82-8	20	mM	09Apr2014.Plate.28	4	4	t	1	2.222222222	0.7	2900-100644 TO3 DR 09Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3'-Dimethylbenzidine dihydrochloride	612-82-8	20	mM	09Apr2014.Plate.28	4	5	t	1	2.222222222	0.68	2900-100644 TO3 DR 09Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3'-Dimethylbenzidine dihydrochloride	612-82-8	20	mM	09Apr2014.Plate.28	3	4	t	1	6.666666667	0.83	2900-100644 TO3 DR 09Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3'-Dimethylbenzidine dihydrochloride	612-82-8	20	mM	09Apr2014.Plate.28	3	5	t	1	6.666666667	0.78	2900-100644 TO3 DR 09Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3'-Dimethylbenzidine dihydrochloride	612-82-8	20	mM	09Apr2014.Plate.28	2	5	t	1	20	1.05	2900-100644 TO3 DR 09Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3'-Dimethylbenzidine dihydrochloride	612-82-8	20	mM	09Apr2014.Plate.28	2	4	t	1	20	1.02	2900-100644 TO3 DR 09Apr2014 Plate 28_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3',5,5'-Tetrabromobisphenol A	79-94-7	100.0999984741211	mM	09Apr2014.Plate.2	7	8	t	1	0.041193416	0.53	2900-100644 TO3 DR 09Apr2014 Plate 2_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3',5,5'-Tetrabromobisphenol A	79-94-7	100.0999984741211	mM	09Apr2014.Plate.2	7	9	t	1	0.041193416	0.5	2900-100644 TO3 DR 09Apr2014 Plate 2_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3',5,5'-Tetrabromobisphenol A	79-94-7	100.0999984741211	mM	09Apr2014.Plate.2	6	8	t	1	0.123580247	0.49	2900-100644 TO3 DR 09Apr2014 Plate 2_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3',5,5'-Tetrabromobisphenol A	79-94-7	100.0999984741211	mM	09Apr2014.Plate.2	6	9	t	1	0.123580247	0.44	2900-100644 TO3 DR 09Apr2014 Plate 2_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3',5,5'-Tetrabromobisphenol A	79-94-7	100.0999984741211	mM	09Apr2014.Plate.2	5	8	t	1	0.370740741	0.53	2900-100644 TO3 DR 09Apr2014 Plate 2_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3',5,5'-Tetrabromobisphenol A	79-94-7	100.0999984741211	mM	09Apr2014.Plate.2	5	9	t	1	0.370740741	0.5	2900-100644 TO3 DR 09Apr2014 Plate 2_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3',5,5'-Tetrabromobisphenol A	79-94-7	100.0999984741211	mM	09Apr2014.Plate.2	4	8	t	1	1.112222222	0.59	2900-100644 TO3 DR 09Apr2014 Plate 2_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3',5,5'-Tetrabromobisphenol A	79-94-7	100.0999984741211	mM	09Apr2014.Plate.2	4	9	t	1	1.112222222	0.52	2900-100644 TO3 DR 09Apr2014 Plate 2_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3',5,5'-Tetrabromobisphenol A	79-94-7	100.0999984741211	mM	09Apr2014.Plate.2	3	8	t	1	3.336666667	0.82	2900-100644 TO3 DR 09Apr2014 Plate 2_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3',5,5'-Tetrabromobisphenol A	79-94-7	100.0999984741211	mM	09Apr2014.Plate.2	3	9	t	1	3.336666667	0.77	2900-100644 TO3 DR 09Apr2014 Plate 2_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3',5,5'-Tetrabromobisphenol A	79-94-7	100.0999984741211	mM	09Apr2014.Plate.2	2	8	t	1	10.01	0.74	2900-100644 TO3 DR 09Apr2014 Plate 2_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,3',5,5'-Tetrabromobisphenol A	79-94-7	100.0999984741211	mM	09Apr2014.Plate.2	2	9	t	1	10.01	0.7	2900-100644 TO3 DR 09Apr2014 Plate 2_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Diaminotoluene	496-72-0	99.9000015258789	mM	26Mar2014.Plate.12	7	4	t	1	0.041111111	0.12	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Diaminotoluene	496-72-0	99.9000015258789	mM	26Mar2014.Plate.12	7	5	t	1	0.041111111	0.1	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Diaminotoluene	496-72-0	99.9000015258789	mM	26Mar2014.Plate.12	6	4	t	1	0.123333333	0.14	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Diaminotoluene	496-72-0	99.9000015258789	mM	26Mar2014.Plate.12	6	5	t	1	0.123333333	0.13	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Diaminotoluene	496-72-0	99.9000015258789	mM	26Mar2014.Plate.12	5	5	t	1	0.37	0.12	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Diaminotoluene	496-72-0	99.9000015258789	mM	26Mar2014.Plate.12	5	4	t	1	0.37	0.13	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Diaminotoluene	496-72-0	99.9000015258789	mM	26Mar2014.Plate.12	4	5	t	1	1.11	0.12	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Diaminotoluene	496-72-0	99.9000015258789	mM	26Mar2014.Plate.12	4	4	t	1	1.11	0.13	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Diaminotoluene	496-72-0	99.9000015258789	mM	26Mar2014.Plate.12	3	4	t	1	3.33	0.16	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Diaminotoluene	496-72-0	99.9000015258789	mM	26Mar2014.Plate.12	3	5	t	1	3.33	0.12	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Diaminotoluene	496-72-0	99.9000015258789	mM	26Mar2014.Plate.12	2	4	t	1	9.99	0.22	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Diaminotoluene	496-72-0	99.9000015258789	mM	26Mar2014.Plate.12	2	5	t	1	9.99	0.2	2900-100644 TO3 DR 26Mar2014 Plate 12_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Dimethylphenol	95-65-8	100	mM	02Apr2014.Plate.8	7	11	t	1	0.411522634	0.51	2900-100644 TO3 DR 02Apr2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Dimethylphenol	95-65-8	100	mM	02Apr2014.Plate.8	7	10	t	1	0.411522634	0.59	2900-100644 TO3 DR 02Apr2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Dimethylphenol	95-65-8	100	mM	02Apr2014.Plate.8	6	10	t	1	1.234567901	0.53	2900-100644 TO3 DR 02Apr2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Dimethylphenol	95-65-8	100	mM	02Apr2014.Plate.8	6	11	t	1	1.234567901	0.54	2900-100644 TO3 DR 02Apr2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Dimethylphenol	95-65-8	100	mM	02Apr2014.Plate.8	5	11	t	1	3.703703704	0.56	2900-100644 TO3 DR 02Apr2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Dimethylphenol	95-65-8	100	mM	02Apr2014.Plate.8	5	10	t	1	3.703703704	0.56	2900-100644 TO3 DR 02Apr2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Dimethylphenol	95-65-8	100	mM	02Apr2014.Plate.8	4	10	t	1	11.11111111	0.69	2900-100644 TO3 DR 02Apr2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Dimethylphenol	95-65-8	100	mM	02Apr2014.Plate.8	4	11	t	1	11.11111111	0.68	2900-100644 TO3 DR 02Apr2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Dimethylphenol	95-65-8	100	mM	02Apr2014.Plate.8	3	10	t	1	33.33333333	0.79	2900-100644 TO3 DR 02Apr2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Dimethylphenol	95-65-8	100	mM	02Apr2014.Plate.8	3	11	t	1	33.33333333	0.76	2900-100644 TO3 DR 02Apr2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Dimethylphenol	95-65-8	100	mM	02Apr2014.Plate.8	2	10	t	1	100	1.08	2900-100644 TO3 DR 02Apr2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	3,4-Dimethylphenol	95-65-8	100	mM	02Apr2014.Plate.8	2	11	t	1	100	1.11	2900-100644 TO3 DR 02Apr2014 Plate 8_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(2-Methylbutan-2-yl)phenol	80-46-6	100.0999984741211	mM	02Apr2014.Plate.15	7	4	t	1	0.411934156	0.87	2900-100644 TO3 DR 02Apr2014 Plate 15_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(2-Methylbutan-2-yl)phenol	80-46-6	100.0999984741211	mM	02Apr2014.Plate.15	7	5	t	1	0.411934156	0.82	2900-100644 TO3 DR 02Apr2014 Plate 15_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(2-Methylbutan-2-yl)phenol	80-46-6	100.0999984741211	mM	02Apr2014.Plate.15	6	4	t	1	1.235802469	0.77	2900-100644 TO3 DR 02Apr2014 Plate 15_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(2-Methylbutan-2-yl)phenol	80-46-6	100.0999984741211	mM	02Apr2014.Plate.15	6	5	t	1	1.235802469	0.65	2900-100644 TO3 DR 02Apr2014 Plate 15_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(2-Methylbutan-2-yl)phenol	80-46-6	100.0999984741211	mM	02Apr2014.Plate.15	5	4	t	1	3.707407407	1.06	2900-100644 TO3 DR 02Apr2014 Plate 15_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(2-Methylbutan-2-yl)phenol	80-46-6	100.0999984741211	mM	02Apr2014.Plate.15	5	5	t	1	3.707407407	0.86	2900-100644 TO3 DR 02Apr2014 Plate 15_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(2-Methylbutan-2-yl)phenol	80-46-6	100.0999984741211	mM	02Apr2014.Plate.15	4	4	t	1	11.12222222	0.74	2900-100644 TO3 DR 02Apr2014 Plate 15_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(2-Methylbutan-2-yl)phenol	80-46-6	100.0999984741211	mM	02Apr2014.Plate.15	4	5	t	1	11.12222222	1.03	2900-100644 TO3 DR 02Apr2014 Plate 15_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(2-Methylbutan-2-yl)phenol	80-46-6	100.0999984741211	mM	02Apr2014.Plate.15	3	5	t	1	33.36666667	0.99	2900-100644 TO3 DR 02Apr2014 Plate 15_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(2-Methylbutan-2-yl)phenol	80-46-6	100.0999984741211	mM	02Apr2014.Plate.15	3	4	t	1	33.36666667	1.12	2900-100644 TO3 DR 02Apr2014 Plate 15_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(2-Methylbutan-2-yl)phenol	80-46-6	100.0999984741211	mM	02Apr2014.Plate.15	2	4	t	1	100.1	1.23	2900-100644 TO3 DR 02Apr2014 Plate 15_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(2-Methylbutan-2-yl)phenol	80-46-6	100.0999984741211	mM	02Apr2014.Plate.15	2	5	t	1	100.1	1.03	2900-100644 TO3 DR 02Apr2014 Plate 15_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	03Sep2014.Plate.7	7	7	t	1	0.411522634	1.34	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	10Jun2015.Plate.26	7	8	t	1	0.411522634	0.16	2900-TO3 165 DR 10Jun2015 Plate 26A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	03Sep2014.Plate.7	7	6	t	1	0.411522634	1.34	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	10Jun2015.Plate.26	7	9	t	1	0.411522634	0.12	2900-TO3 165 DR 10Jun2015 Plate 26A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	03Sep2014.Plate.7	6	6	t	1	1.234567901	1.3	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	10Jun2015.Plate.26	6	9	t	1	1.234567901	0.13	2900-TO3 165 DR 10Jun2015 Plate 26A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	03Sep2014.Plate.7	6	7	t	1	1.234567901	1.52	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	10Jun2015.Plate.26	6	8	t	1	1.234567901	0.12	2900-TO3 165 DR 10Jun2015 Plate 26A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	10Jun2015.Plate.26	5	8	t	1	3.703666667	0.14	2900-TO3 165 DR 10Jun2015 Plate 26A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	03Sep2014.Plate.7	5	7	t	1	3.703666667	1.44	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	10Jun2015.Plate.26	5	9	t	1	3.703666667	0.11	2900-TO3 165 DR 10Jun2015 Plate 26A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	03Sep2014.Plate.7	5	6	t	1	3.703666667	1.36	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	03Sep2014.Plate.7	4	6	t	1	11.111	1.79	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	10Jun2015.Plate.26	4	8	t	1	11.111	0.14	2900-TO3 165 DR 10Jun2015 Plate 26A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	03Sep2014.Plate.7	4	7	t	1	11.111	1.79	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	10Jun2015.Plate.26	4	9	t	1	11.111	0.12	2900-TO3 165 DR 10Jun2015 Plate 26A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	10Jun2015.Plate.26	3	9	t	1	33.33333333	0.08	2900-TO3 165 DR 10Jun2015 Plate 26A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	03Sep2014.Plate.7	3	6	t	1	33.33333333	1.8	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	10Jun2015.Plate.26	3	8	t	1	33.33333333	0.09	2900-TO3 165 DR 10Jun2015 Plate 26A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	03Sep2014.Plate.7	3	7	t	1	33.33333333	1.78	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	03Sep2014.Plate.7	2	7	t	1	100	2.03	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	10Jun2015.Plate.26	2	9	t	1	100	0.11	2900-TO3 165 DR 10Jun2015 Plate 26A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	03Sep2014.Plate.7	2	6	t	1	100	1.98	2900-TO3 PhIII E1K Set 2 86 DR 03Sep2014 Plate 7_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-(Diethylamino)benzaldehyde	120-21-8	100	mM	10Jun2015.Plate.26	2	8	t	1	100	0.15	2900-TO3 165 DR 10Jun2015 Plate 26A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Aminoazobenzene	60-09-3	99.9000015258789	mM	02Apr2014.Plate.31	7	8	t	1	0.411111111	0.71	2900-100644 TO3 DR 02Apr2014 Plate 31_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Aminoazobenzene	60-09-3	99.9000015258789	mM	02Apr2014.Plate.31	7	9	t	1	0.411111111	0.58	2900-100644 TO3 DR 02Apr2014 Plate 31_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Aminoazobenzene	60-09-3	99.9000015258789	mM	02Apr2014.Plate.31	6	8	t	1	1.233333333	0.62	2900-100644 TO3 DR 02Apr2014 Plate 31_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Aminoazobenzene	60-09-3	99.9000015258789	mM	02Apr2014.Plate.31	6	9	t	1	1.233333333	0.6	2900-100644 TO3 DR 02Apr2014 Plate 31_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Aminoazobenzene	60-09-3	99.9000015258789	mM	02Apr2014.Plate.31	5	9	t	1	3.7	0.8	2900-100644 TO3 DR 02Apr2014 Plate 31_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Aminoazobenzene	60-09-3	99.9000015258789	mM	02Apr2014.Plate.31	5	8	t	1	3.7	0.8	2900-100644 TO3 DR 02Apr2014 Plate 31_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Aminoazobenzene	60-09-3	99.9000015258789	mM	02Apr2014.Plate.31	4	8	t	1	11.1	0.93	2900-100644 TO3 DR 02Apr2014 Plate 31_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Aminoazobenzene	60-09-3	99.9000015258789	mM	02Apr2014.Plate.31	4	9	t	1	11.1	0.97	2900-100644 TO3 DR 02Apr2014 Plate 31_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Aminoazobenzene	60-09-3	99.9000015258789	mM	02Apr2014.Plate.31	3	8	t	1	33.3	1.32	2900-100644 TO3 DR 02Apr2014 Plate 31_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Aminoazobenzene	60-09-3	99.9000015258789	mM	02Apr2014.Plate.31	3	9	t	1	33.3	1.46	2900-100644 TO3 DR 02Apr2014 Plate 31_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Aminoazobenzene	60-09-3	99.9000015258789	mM	02Apr2014.Plate.31	2	8	t	1	99.9	0.94	2900-100644 TO3 DR 02Apr2014 Plate 31_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Aminoazobenzene	60-09-3	99.9000015258789	mM	02Apr2014.Plate.31	2	9	t	1	99.9	0.94	2900-100644 TO3 DR 02Apr2014 Plate 31_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Butylphenol	1638-22-8	100	mM	09Apr2014.Plate.16	7	11	t	1	0.411522634	0.83	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Butylphenol	1638-22-8	100	mM	09Apr2014.Plate.16	7	10	t	1	0.411522634	0.67	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Butylphenol	1638-22-8	100	mM	09Apr2014.Plate.16	6	10	t	1	1.234567901	0.78	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Butylphenol	1638-22-8	100	mM	09Apr2014.Plate.16	6	11	t	1	1.234567901	0.82	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Butylphenol	1638-22-8	100	mM	09Apr2014.Plate.16	5	11	t	1	3.703703704	0.54	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Butylphenol	1638-22-8	100	mM	09Apr2014.Plate.16	5	10	t	1	3.703703704	0.77	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Butylphenol	1638-22-8	100	mM	09Apr2014.Plate.16	4	10	t	1	11.11111111	0.82	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Butylphenol	1638-22-8	100	mM	09Apr2014.Plate.16	4	11	t	1	11.11111111	0.87	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Butylphenol	1638-22-8	100	mM	09Apr2014.Plate.16	3	10	t	1	33.33333333	1.16	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Butylphenol	1638-22-8	100	mM	09Apr2014.Plate.16	3	11	t	1	33.33333333	1.2	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Butylphenol	1638-22-8	100	mM	09Apr2014.Plate.16	2	11	t	1	100	1.22	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Butylphenol	1638-22-8	100	mM	09Apr2014.Plate.16	2	10	t	1	100	1.55	2900-100644 TO3 DR 09Apr2014 Plate 16_Cyprotex.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Chloro-2-methylphenol	1570-64-5	100	mM	10Jun2015.Plate.20	7	4	t	1	0.411666667	0.1	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Chloro-2-methylphenol	1570-64-5	100	mM	10Jun2015.Plate.20	7	5	t	1	0.411666667	0.08	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Chloro-2-methylphenol	1570-64-5	100	mM	10Jun2015.Plate.20	6	4	t	1	1.234666667	0.11	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Chloro-2-methylphenol	1570-64-5	100	mM	10Jun2015.Plate.20	6	5	t	1	1.234666667	0.1	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Chloro-2-methylphenol	1570-64-5	100	mM	10Jun2015.Plate.20	5	4	t	1	3.703666667	0.08	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Chloro-2-methylphenol	1570-64-5	100	mM	10Jun2015.Plate.20	5	5	t	1	3.703666667	0.09	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Chloro-2-methylphenol	1570-64-5	100	mM	10Jun2015.Plate.20	4	5	t	1	11.111	0.1	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Chloro-2-methylphenol	1570-64-5	100	mM	10Jun2015.Plate.20	4	4	t	1	11.111	0.09	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
CEETOX_H295R_ESTRADIOL	Estradiol	4-Chloro-2-methylphenol	1570-64-5	100	mM	10Jun2015.Plate.20	3	4	t	1	33.33333333	0.16	2900-TO3 165 DR 10Jun2015 Plate 20A.csv
