assay_component_name,technological_target_type_sub,chnm,conc,count(*)
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,2-Methoxy-5-methylaniline,1.234567901,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,2-Methoxy-5-methylaniline,3.703703704,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,2-Methoxy-5-methylaniline,11.11111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,2-Methoxy-5-methylaniline,33.33333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,2-Methoxy-5-methylaniline,100,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,2-Naphthylamine,0.411111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,2-Naphthylamine,1.233333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,2-Naphthylamine,3.7,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,2-Naphthylamine,11.1,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,2-Naphthylamine,33.3,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,2-Naphthylamine,99.9,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,2-Dibromo-3-nitrilopropionamide",0.411934156,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,2-Dibromo-3-nitrilopropionamide",1.235802469,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,2-Dibromo-3-nitrilopropionamide",3.707407407,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,2-Dibromo-3-nitrilopropionamide",11.12222222,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,2-Dibromo-3-nitrilopropionamide",33.36666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,2-Dibromo-3-nitrilopropionamide",100.1,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,2'-Dibenzoylaminodiphenyl disulfide",0.082304527,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,2'-Dibenzoylaminodiphenyl disulfide",0.24691358,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,2'-Dibenzoylaminodiphenyl disulfide",0.740666667,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,2'-Dibenzoylaminodiphenyl disulfide",2.222222222,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,2'-Dibenzoylaminodiphenyl disulfide",6.666666667,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,2'-Dibenzoylaminodiphenyl disulfide",20,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,3-Diaminotoluene",0.411522634,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,3-Diaminotoluene",1.234567901,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,3-Diaminotoluene",3.703703704,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,3-Diaminotoluene",11.11111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,3-Diaminotoluene",33.33333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,3-Diaminotoluene",100,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,3-Dinitrotoluene",0.058847737,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,3-Dinitrotoluene",0.17654321,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,3-Dinitrotoluene",0.52962963,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,3-Dinitrotoluene",1.588888889,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,3-Dinitrotoluene",4.766666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,3-Dinitrotoluene",14.3,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4-Dimethylphenol",0.411111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4-Dimethylphenol",1.233333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4-Dimethylphenol",3.7,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4-Dimethylphenol",11.1,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4-Dimethylphenol",33.3,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4-Dimethylphenol",99.9,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Tribromophenol",0.411522634,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Tribromophenol",1.234567901,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Tribromophenol",3.703703704,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Tribromophenol",11.11111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Tribromophenol",33.33333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Tribromophenol",100,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Trichlorophenol",0.411522634,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Trichlorophenol",1.234567901,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Trichlorophenol",11.11111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Trichlorophenol",33.33333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Trichlorophenol",100,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Tris(allyloxy)-1,3,5-triazine",0.411522634,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Tris(allyloxy)-1,3,5-triazine",1.234567901,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Tris(allyloxy)-1,3,5-triazine",3.703703704,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Tris(allyloxy)-1,3,5-triazine",11.11111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Tris(allyloxy)-1,3,5-triazine",33.33333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,4,6-Tris(allyloxy)-1,3,5-triazine",100,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,5-Dichlorophenol",0.411666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,5-Dichlorophenol",1.234666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,5-Dichlorophenol",3.703666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,5-Dichlorophenol",11.111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,5-Dichlorophenol",33.33333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"2,5-Dichlorophenol",100,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Hydroxyfluorene,0.411934156,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Hydroxyfluorene,1.235802469,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Hydroxyfluorene,3.707407407,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Hydroxyfluorene,11.12222222,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Hydroxyfluorene,33.36666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Hydroxyfluorene,100.1,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Isopropylphenol,0.411522634,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Isopropylphenol,1.234567901,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Isopropylphenol,3.703703704,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Isopropylphenol,11.11111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Isopropylphenol,33.33333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Isopropylphenol,100,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Phenylphenol,0.082304527,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Phenylphenol,0.24691358,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Phenylphenol,0.740666667,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Phenylphenol,2.222222222,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Phenylphenol,6.666666667,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-Phenylphenol,20,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-tert-Butylphenol,0.411666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-tert-Butylphenol,1.234666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-tert-Butylphenol,3.703666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-tert-Butylphenol,11.111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-tert-Butylphenol,33.33333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,3-tert-Butylphenol,100,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethoxybenzidine",0.411522634,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethoxybenzidine",1.234567901,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethoxybenzidine",3.703703704,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethoxybenzidine",11.11111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethoxybenzidine",33.33333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethoxybenzidine",100,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethoxybenzidine dihydrochloride",0.082304527,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethoxybenzidine dihydrochloride",0.24691358,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethoxybenzidine dihydrochloride",0.740740741,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethoxybenzidine dihydrochloride",2.222222222,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethoxybenzidine dihydrochloride",6.666666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethoxybenzidine dihydrochloride",20,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethylbenzidine",0.411111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethylbenzidine",1.233333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethylbenzidine",3.7,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethylbenzidine",11.1,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethylbenzidine",33.3,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethylbenzidine",99.9,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethylbenzidine dihydrochloride",0.082304527,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethylbenzidine dihydrochloride",0.24691358,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethylbenzidine dihydrochloride",0.740740741,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethylbenzidine dihydrochloride",2.222222222,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethylbenzidine dihydrochloride",6.666666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3'-Dimethylbenzidine dihydrochloride",20,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3',5,5'-Tetrabromobisphenol A",0.041193416,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3',5,5'-Tetrabromobisphenol A",0.123580247,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3',5,5'-Tetrabromobisphenol A",0.370740741,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3',5,5'-Tetrabromobisphenol A",1.112222222,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3',5,5'-Tetrabromobisphenol A",3.336666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,3',5,5'-Tetrabromobisphenol A",10.01,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Diaminotoluene",0.041111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Diaminotoluene",0.123333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Diaminotoluene",0.37,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Diaminotoluene",1.11,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Diaminotoluene",3.33,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Diaminotoluene",9.99,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Dichloroaniline",0.411522634,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Dichloroaniline",1.234567901,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Dichloroaniline",3.703703704,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Dichloroaniline",11.11111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Dichloroaniline",33.33333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Dichloroaniline",100,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Dinitrotoluene",0.082304527,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Dinitrotoluene",0.24691358,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Dinitrotoluene",0.740666667,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Dinitrotoluene",2.222222222,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Dinitrotoluene",6.666666667,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"3,4-Dinitrotoluene",20,4
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,0.411522634,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,1.234567901,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,3.703703704,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,11.11111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,33.33333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,100,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-(Butan-2-yl)phenol,0.411522634,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-(Butan-2-yl)phenol,1.234567901,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-(Butan-2-yl)phenol,3.703703704,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-(Butan-2-yl)phenol,11.11111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-(Butan-2-yl)phenol,33.33333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-(Butan-2-yl)phenol,100,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"4-Androstene-3,17-dione",0.411522634,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"4-Androstene-3,17-dione",1.234567901,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"4-Androstene-3,17-dione",3.703703704,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"4-Androstene-3,17-dione",11.11111111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"4-Androstene-3,17-dione",33.33333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"4-Androstene-3,17-dione",100,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"4-Chloro-1,2-diaminobenzene",0.041193416,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"4-Chloro-1,2-diaminobenzene",0.123580247,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"4-Chloro-1,2-diaminobenzene",0.370740741,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"4-Chloro-1,2-diaminobenzene",1.112222222,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"4-Chloro-1,2-diaminobenzene",3.336666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,"4-Chloro-1,2-diaminobenzene",10.01,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-Chloro-2-methylphenol,0.411666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-Chloro-2-methylphenol,1.234666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-Chloro-2-methylphenol,3.703666667,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-Chloro-2-methylphenol,11.111,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-Chloro-2-methylphenol,33.33333333,2
CEETOX_H295R_OHPREG,17alpha-hydroxypregnenolone,4-Chloro-2-methylphenol,100,2
